order_id,order_date,region,customer_segment,category,sub_category,ship_mode,quantity,unit_price,discount,sales,profit
ORD-1264,2023-10-30,West,Consumer,Clothing,Shirts,Standard,7,39.24,0.0,274.68,109.87
ORD-1265,2024-12-10,East,Consumer,Groceries,Dairy,Standard,1,25.22,0.05,23.96,8.83
ORD-1266,2023-05-18,North,Corporate,Furniture,Sofas,Standard,3,270.71,0.0,812.13,324.85
ORD-1267,2024-03-01,South,Small Business,Clothing,Shoes,Express,5,48.82,0.05,231.9,85.44
ORD-1268,2023-03-15,South,Corporate,Toys,Dolls,Standard,4,27.53,0.1,99.11,33.04
ORD-1269,2024-07-01,West,Consumer,Toys,Board Games,Standard,4,21.01,0.0,84.04,33.62
ORD-1270,2023-08-08,West,Corporate,Furniture,Beds,,4,151.59,0.05,576.04,212.22
ORD-1271,2024-03-16,South,Consumer,Toys,Dolls,Standard,7,29.87,0.0,209.09,83.64
ORD-1272,2024-11-02,West,Consumer,Clothing,Trousers,Same Day,6,38.69,0.1,208.93,69.65
ORD-1273,2023-11-10,North,Corporate,Toys,Board Games,Standard,1,24.56,0.05,23.33,8.59
ORD-1274,2024-01-19,North,Consumer,Groceries,Snacks,Standard,7,11.69,0.1,73.65,24.55
ORD-1275,2023-10-16,North,Consumer,Electronics,Cameras,Standard,3,189.23,0.0,567.69,227.08
ORD-1276,2024-08-20,South,Consumer,Electronics,Phones,Standard,2,155.02,0.1,279.04,93.02
ORD-1277,2023-02-26,South,Small Business,Furniture,Tables,Standard,7,176.87,0.05,1176.19,433.34
ORD-1278,2023-12-10,South,Small Business,Groceries,Dairy,Express,5,5.4,0.0,27.0,10.8
ORD-1279,2024-01-18,West,Consumer,Groceries,Beverages,Standard,5,14.84,0.1,66.78,22.26
ORD-1280,2024-09-19,East,Small Business,Groceries,Beverages,Standard,2,16.65,0.0,33.3,13.32
ORD-1281,2023-09-11,West,Consumer,Clothing,Trousers,Standard,6,59.06,0.0,354.36,141.74
ORD-1282,2024-08-23,East,Corporate,Clothing,Shoes,Same Day,4,41.36,0.1,148.9,49.64
ORD-1283,2023-06-13,West,Corporate,Toys,Action Figures,Standard,6,17.06,0.05,97.24,35.82
ORD-1284,2024-07-07,South,Corporate,Groceries,Bakery,Standard,5,13.49,0.1,60.71,20.24
ORD-1285,2024-11-18,West,Corporate,Clothing,Shirts,Same Day,3,35.16,0.15,89.66,26.37
ORD-1286,2024-06-07,East,Small Business,Clothing,Shoes,Standard,6,27.25,0.2,130.8,32.7
ORD-1287,2024-07-24,North,Consumer,Clothing,Shirts,Standard,4,45.14,0.15,153.48,45.14
ORD-1288,2024-01-17,North,Consumer,Toys,Puzzles,Standard,1,32.49,0.0,32.49,13.0
ORD-1289,2023-08-14,West,Consumer,Clothing,Trousers,Standard,4,48.79,0.1,175.64,58.54
ORD-1290,2023-07-09,East,Consumer,Electronics,Phones,Standard,1,371.15,0.05,352.59,129.9
ORD-1291,2024-10-23,West,Consumer,Electronics,Phones,Same Day,3,225.83,0.0,677.49,271.0
ORD-1292,2023-09-29,East,Corporate,Furniture,Tables,Standard,4,195.3,0.2,624.96,156.24
ORD-1293,2024-10-01,south,Consumer,Clothing,Trousers,Standard,7,36.89,0.0,258.23,103.29
ORD-1294,2023-11-09,South,Corporate,Toys,Action Figures,Same Day,4,36.15,0.1,130.14,43.38
ORD-1295,2023-07-29,South,Corporate,Clothing,Shirts,Standard,3,32.87,0.0,98.61,39.44
ORD-1296,2024-07-11,West,Consumer,Groceries,Snacks,Standard,1,14.56,0.0,14.56,5.82
ORD-1297,2023-09-27,East,Consumer,Furniture,Tables,Express,6,256.23,0.15,1306.77,384.34
ORD-1298,2024-03-01,West,Consumer,Clothing,Shirts,Same Day,7,28.77,0.05,191.32,70.49
ORD-1299,2024-02-02,West,Consumer,Toys,Action Figures,Standard,1,39.77,0.05,37.78,13.92
ORD-1300,2023-03-30,East,Consumer,Clothing,Shirts,Express,4,32.13,0.15,109.24,32.13
ORD-1301,2024-09-28,East,Corporate,Electronics,Cameras,Standard,6,261.16,0.1,1410.26,470.08
ORD-1302,2024-10-31,East,Small Business,Groceries,Dairy,Express,4,11.7,0.0,46.8,18.72
ORD-1303,2024-11-14,North,Consumer,Electronics,Phones,Standard,3,252.7,0.1,682.29,227.43
ORD-1304,2024-12-28,North,Corporate,Electronics,Cameras,Standard,7,244.31,0.05,1624.66,598.56
ORD-1305,2023-01-26,South,Corporate,Groceries,Snacks,Express,4,18.94,0.1,68.18,22.72
ORD-1306,2023-06-28,East,Consumer,Groceries,Dairy,Standard,3,10.97,0.1,29.62,9.87
ORD-1307,2024-08-06,North,Consumer,Electronics,Laptops,Express,3,180.18,0.0,540.54,216.22
ORD-1308,2024-01-15,North,Consumer,Furniture,Chairs,Standard,5,204.41,0.05,970.95,357.72
ORD-1309,2024-11-19,South,Small Business,Toys,Action Figures,Standard,3,18.84,0.1,50.87,16.96
ORD-1310,2024-08-24,North,Consumer,Toys,Action Figures,Standard,1,24.77,0.0,24.77,9.91
ORD-1311,2024-07-24,North,Corporate,Electronics,Headphones,Standard,3,314.03,0.0,942.09,376.84
ORD-1312,2024-07-11,West,Consumer,Toys,Action Figures,Standard,4,32.4,0.1,116.64,38.88
ORD-1313,2023-10-28,West,Corporate,Furniture,Sofas,Standard,3,207.47,0.0,622.41,248.96
ORD-1314,2024-10-31,East,Consumer,Toys,Puzzles,Express,1,37.37,0.05,35.5,13.08
ORD-1315,2024-08-16,East,Consumer,Toys,Puzzles,Express,1,19.15,0.05,18.19,6.7
ORD-1316,2024-10-16,South,Corporate,Electronics,Headphones,Express,2,338.21,0.05,642.6,236.75
ORD-1317,2024-07-16,East,Small Business,Electronics,Phones,Express,3,119.95,0.1,323.86,107.95
ORD-1318,2024-08-27,South,Consumer,Clothing,Trousers,Standard,1,19.63,0.0,19.63,7.85
ORD-1319,2023-12-23,North,Consumer,Toys,Board Games,Standard,1,24.19,0.0,24.19,9.68
ORD-1320,2023-10-04,West,Corporate,Clothing,Shoes,Standard,4,52.01,0.0,208.04,83.22
ORD-1321,2024-03-26,West,Small Business,Clothing,Trousers,Standard,3,31.95,0.05,91.06,33.55
ORD-1322,2023-04-28,North,Consumer,Groceries,Bakery,Standard,5,17.02,0.15,72.33,21.27
ORD-1323,2023-07-12,North,Consumer,Groceries,Dairy,Standard,3,10.37,0.0,31.11,12.44
ORD-1324,2024-04-23,East,Consumer,Clothing,Shoes,Express,4,20.45,0.05,77.71,28.63
ORD-1325,2024-04-30,west,Consumer,Electronics,Headphones,Same Day,6,345.44,0.0,2072.64,829.06
ORD-1326,2024-03-18,North,Consumer,Clothing,Jackets,Standard,2,38.94,0.0,77.88,31.15
ORD-1327,2023-09-19,East,Consumer,Clothing,Shirts,Standard,2,35.56,0.0,71.12,28.45
ORD-1328,2023-06-19,East,Small Business,Groceries,Snacks,Express,6,8.07,0.05,46.0,16.95
ORD-1329,2023-06-14,North,Consumer,Electronics,Phones,Express,3,138.53,0.1,374.03,124.68
ORD-1330,2024-07-07,North,Consumer,Furniture,Beds,Standard,4,111.88,0.1,402.77,134.26
ORD-1331,2024-05-13,East,Consumer,Electronics,Cameras,Standard,7,185.12,0.1,1166.26,388.76
ORD-1332,2024-03-10,East,Small Business,Toys,Action Figures,Express,5,47.65,0.1,214.42,71.47
ORD-1333,2024-06-03,North,Corporate,Groceries,Snacks,Same Day,7,20.07,0.2,112.39,28.1
ORD-1334,2023-04-27,South,Consumer,Furniture,Sofas,Express,4,196.63,0.0,786.52,314.61
ORD-1335,2023-07-03,South,Consumer,Groceries,Snacks,Same Day,3,13.24,0.05,37.73,13.9
ORD-1336,2023-10-31,West,Small Business,Groceries,Bakery,Standard,1,8.48,0.05,8.06,2.97
ORD-1337,2024-02-11,West,Consumer,Clothing,Jackets,Standard,3,29.89,0.15,76.22,22.42
ORD-1338,2024-12-31,East,Corporate,Furniture,Beds,Standard,7,174.24,0.0,1219.68,487.87
ORD-1339,2023-04-26,North,Corporate,Toys,Action Figures,Express,3,42.51,0.0,127.53,51.01
ORD-1340,2023-11-19,North,Small Business,Clothing,Shirts,Standard,6,50.63,0.1,273.4,91.13
ORD-1341,2024-11-13,South,Consumer,Clothing,Shoes,Standard,4,49.47,0.1,178.09,59.36
ORD-1342,2024-10-25,South,Small Business,Clothing,Trousers,Standard,7,33.57,0.0,234.99,94.0
ORD-1343,2023-10-19,North,Consumer,Electronics,Phones,Standard,5,314.25,0.1,1414.12,471.37
ORD-1344,2023-07-20,East,Corporate,Electronics,Cameras,Standard,4,188.48,0.05,716.22,263.87
ORD-1345,2023-12-24,West,Consumer,Clothing,Jackets,Express,5,39.71,0.1,178.7,59.57
ORD-1346,2023-02-14,East,Small Business,Toys,Puzzles,Express,2,28.77,0.0,57.54,23.02
ORD-1347,2023-01-13,East,Consumer,Groceries,Beverages,Standard,6,7.72,0.0,46.32,18.53
ORD-1348,2024-09-21,North,Corporate,Toys,Puzzles,Standard,1,26.34,0.0,26.34,10.54
ORD-1349,2023-12-03,West,Corporate,Furniture,Tables,Standard,2,105.33,0.0,210.66,84.26
ORD-1350,2024-02-16,West,Consumer,Groceries,Snacks,Standard,7,11.87,0.0,83.09,33.24
ORD-1351,2023-12-20,West,Consumer,Clothing,Shirts,Standard,1,58.69,0.05,55.76,20.55
ORD-1352,2023-06-03,South,Corporate,Furniture,Beds,Standard,5,224.56,0.15,954.38,280.7
ORD-1353,2024-09-24,East,Consumer,Electronics,Headphones,Express,4,184.97,0.1,665.89,221.96
ORD-1354,2023-05-21,South,Consumer,Clothing,Shirts,Same Day,2,43.18,0.05,82.04,30.22
ORD-1355,2024-12-29,East,Consumer,Furniture,Sofas,Express,5,148.53,0.2,594.12,148.53
ORD-1356,2024-06-06,East,Small Business,Electronics,Cameras,Standard,5,418.09,0.0,2090.45,836.18
ORD-1357,2023-04-11,North,Consumer,Groceries,Bakery,Standard,6,13.15,0.1,71.01,23.67
ORD-1358,2024-03-30,South,Consumer,Electronics,Phones,Standard,6,187.66,0.05,1069.66,394.08
ORD-1359,2023-04-10,North,Consumer,Toys,Puzzles,Standard,7,42.75,0.0,299.25,119.7
ORD-1360,2023-01-03,West,Consumer,Groceries,Beverages,Express,5,26.1,0.0,130.5,52.2
ORD-1361,2023-08-15,North,Consumer,Toys,Action Figures,Standard,4,21.07,0.0,84.28,33.71
ORD-1362,2024-08-08,South,Consumer,Toys,Action Figures,Standard,1,27.94,0.1,25.15,8.39
ORD-1363,2024-09-05,South,Consumer,Electronics,Cameras,Express,1,175.42,0.2,140.34,35.09
ORD-1364,2023-07-07,North,Consumer,Furniture,Tables,Express,2,186.52,0.15,317.08,93.26
ORD-1365,2024-05-16,East,Consumer,Toys,Board Games,Standard,5,43.93,0.0,219.65,87.86
ORD-1366,2024-05-15,East,Consumer,Electronics,Phones,Standard,7,324.15,0.15,1928.69,567.26
ORD-1367,2023-11-03,East,Corporate,Electronics,Cameras,Express,5,148.64,0.0,743.2,297.28
ORD-1368,2024-10-05,North,Small Business,Clothing,Shirts,Express,4,31.52,0.0,126.08,50.43
ORD-1369,2024-08-24,North,Consumer,Electronics,Headphones,Express,3,246.8,0.2,592.32,148.08
ORD-1370,2024-06-23,East,Corporate,Electronics,Phones,Express,5,164.71,0.1,741.2,247.07
ORD-1371,2023-12-26,East,Corporate,Groceries,Dairy,Standard,1,10.77,0.15,9.15,2.69
ORD-1372,2023-04-12,East,Consumer,Groceries,Snacks,Express,4,17.02,0.05,64.68,23.83
ORD-1373,2024-04-03,South,Consumer,Electronics,Laptops,Standard,5,264.89,0.15,1125.78,331.11
ORD-1374,2024-07-11,South,Small Business,Toys,Board Games,Express,7,18.23,0.0,127.61,51.04
ORD-1375,2024-06-01,West,Small Business,Toys,Dolls,Express,1,31.72,0.2,25.38,6.35
ORD-1376,2023-11-29,East,Consumer,Furniture,Sofas,Same Day,3,182.59,0.05,520.38,191.72
ORD-1377,2023-10-01,East,Consumer,Clothing,Jackets,Standard,6,43.98,0.0,263.88,105.55
ORD-1378,2024-07-24,north,Small Business,Toys,Board Games,Standard,4,29.24,0.0,116.96,46.78
ORD-1379,2024-03-02,West,Consumer,Electronics,Headphones,Express,6,156.75,0.05,893.47,329.17
ORD-1380,2024-02-25,North,Consumer,Furniture,Beds,Standard,7,153.54,0.1,967.3,322.43
ORD-1381,2024-08-25,North,Consumer,Toys,Puzzles,Express,5,34.22,0.0,171.1,68.44
ORD-1382,2023-09-22,East,Consumer,Clothing,Shoes,Standard,4,67.08,0.1,241.49,80.5
ORD-1383,2024-11-05,East,Consumer,Clothing,Shirts,Standard,2,36.31,0.2,58.1,14.53
ORD-1384,2024-11-23,West,Corporate,Clothing,Shoes,Same Day,1,30.35,0.0,30.35,12.14
ORD-1385,2023-12-20,North,Consumer,Toys,Action Figures,Express,3,36.71,0.05,104.62,38.54
ORD-1386,2024-08-10,East,Consumer,Furniture,Sofas,Standard,7,256.69,0.05,1706.99,628.89
ORD-1387,2024-02-03,North,Consumer,Furniture,Beds,Standard,3,151.13,0.05,430.72,158.69
ORD-1388,2024-07-11,North,Consumer,Groceries,Beverages,Standard,7,14.51,0.1,91.41,30.47
ORD-1389,2023-02-09,South,Corporate,Toys,Dolls,Standard,4,39.31,0.0,157.24,62.9
ORD-1390,2024-03-08,West,Consumer,Toys,Dolls,Standard,1,33.13,0.05,31.47,11.59
ORD-1391,2024-11-30,South,Consumer,Toys,Action Figures,Standard,5,25.61,0.0,128.05,51.22
ORD-1392,2024-05-29,East,Consumer,Clothing,Shoes,Standard,1,49.74,0.1,44.77,14.93
ORD-1393,2023-12-09,South,Consumer,Furniture,Tables,Express,3,252.24,0.0,756.72,302.69
ORD-1394,2023-07-04,South,Consumer,Clothing,Jackets,Standard,1,43.05,0.0,43.05,17.22
ORD-1395,2023-07-21,East,Consumer,Clothing,Shoes,Standard,2,58.83,0.05,111.78,41.18
ORD-1396,2024-07-13,North,Consumer,Groceries,Dairy,Standard,3,18.21,0.0,54.63,21.85
ORD-1397,2024-05-03,East,Corporate,Furniture,Beds,Standard,1,231.85,0.0,231.85,92.74
ORD-1398,2024-01-13,North,Consumer,Toys,Board Games,Express,6,24.98,0.1,134.89,44.96
ORD-1399,2023-09-02,East,Corporate,Clothing,Shirts,Express,5,26.8,0.15,113.9,33.5
ORD-1400,2023-03-06,South,Consumer,Electronics,Headphones,Express,3,196.56,0.1,530.71,176.9
ORD-1401,2024-02-23,south,Corporate,Furniture,Chairs,Standard,3,258.0,0.05,735.3,270.9
ORD-1402,2023-06-17,North,Consumer,Clothing,Shirts,Standard,1,45.05,0.0,45.05,18.02
ORD-1403,2024-03-27,South,Small Business,Groceries,Dairy,Express,5,13.64,0.0,68.2,27.28
ORD-1404,2023-07-25,West,Small Business,Clothing,Shoes,Express,1,32.05,0.05,30.45,11.22
ORD-1405,2023-05-06,North,Consumer,Toys,Puzzles,Express,1,25.53,0.05,24.25,8.93
ORD-1406,2023-03-10,South,Consumer,Clothing,Shirts,Standard,6,33.88,0.0,203.28,81.31
ORD-1407,2024-03-27,West,Corporate,Electronics,Phones,Express,6,265.88,0.1,1435.75,478.58
ORD-1408,2023-05-08,West,Consumer,Toys,Dolls,Standard,2,33.09,0.05,62.87,23.16
ORD-1409,2023-07-21,South,Consumer,Electronics,Laptops,Same Day,1,246.35,0.1,221.72,73.91
ORD-1410,2024-04-18,North,Consumer,Groceries,Snacks,Standard,1,11.27,0.1,10.14,3.38
ORD-1411,2024-05-28,South,Corporate,Groceries,Bakery,Standard,7,12.02,0.0,84.14,33.66
ORD-1412,2024-10-30,North,Consumer,Groceries,Dairy,Standard,6,21.74,0.05,123.92,45.66
ORD-1413,2023-05-14,North,Corporate,Clothing,Shoes,Express,1,54.97,0.05,52.22,19.24
ORD-1414,2023-02-28,North,Consumer,Groceries,Beverages,Standard,3,24.7,0.1,66.69,22.23
ORD-1415,2024-07-13,West,Consumer,Toys,Puzzles,Express,1,21.2,0.0,21.2,8.48
ORD-1416,2024-03-24,West,Small Business,Electronics,Phones,Standard,6,306.84,0.2,1472.83,368.21
ORD-1417,2024-10-18,East,Consumer,Furniture,Tables,Standard,3,258.79,0.0,776.37,310.55
ORD-1418,2024-02-13,East,Corporate,Groceries,Dairy,Standard,1,16.19,0.0,16.19,6.48
ORD-1419,2023-07-31,East,Consumer,Toys,Dolls,Express,4,16.28,0.0,65.12,26.05
ORD-1420,2024-07-28,South,Consumer,Electronics,Phones,Standard,3,244.96,0.0,734.88,293.95
ORD-1421,2023-06-10,South,Consumer,Clothing,Trousers,Standard,2,31.41,0.1,56.54,18.85
ORD-1422,2023-10-02,East,Consumer,Groceries,Dairy,Standard,3,21.38,0.05,60.93,22.45
ORD-1423,2024-11-21,North,Consumer,Furniture,Chairs,Express,7,216.79,0.0,1517.53,607.01
ORD-1424,2024-11-24,South,Corporate,Toys,Action Figures,Standard,4,17.95,0.1,64.62,21.54
ORD-1425,2024-11-10,West,Consumer,Groceries,Beverages,Express,2,18.12,0.1,32.62,10.88
ORD-1426,2024-10-23,North,Consumer,Clothing,Shoes,Standard,4,30.38,0.0,121.52,48.61
ORD-1427,2023-05-09,South,Corporate,Clothing,Shoes,Standard,6,10.84,0.0,65.04,26.02
ORD-1428,2024-10-06,West,Corporate,Electronics,Laptops,Express,3,292.8,0.1,790.56,263.52
ORD-1429,2023-05-09,West,Consumer,Groceries,Bakery,,1,19.36,0.0,19.36,7.74
ORD-1430,2023-11-15,West,Corporate,Furniture,Beds,Standard,2,118.14,0.0,236.28,94.51
ORD-1431,2023-04-07,North,Consumer,Electronics,Phones,Standard,3,147.75,0.0,443.25,177.3
ORD-1432,2024-02-29,East,Corporate,Toys,Board Games,Express,6,26.5,0.0,159.0,63.6
ORD-1433,2023-08-27,North,Corporate,Toys,Puzzles,Standard,7,44.32,0.05,294.73,108.59
ORD-1434,2023-09-04,North,Corporate,Toys,Board Games,Standard,2,27.47,0.05,52.19,19.23
ORD-1435,2023-04-25,North,Consumer,Groceries,Beverages,Standard,7,16.91,0.0,118.37,47.35
ORD-1436,2023-05-07,East,Corporate,Clothing,Shoes,Standard,1,39.53,0.05,37.55,13.83
ORD-1437,2023-01-19,West,Corporate,Clothing,Shoes,Standard,2,42.67,0.0,85.34,34.14
ORD-1438,2023-05-21,North,Consumer,Electronics,Laptops,Standard,5,180.59,0.05,857.8,316.03
ORD-1439,2023-10-09,North,Consumer,Electronics,Headphones,Express,7,269.15,0.1,1695.64,565.21
ORD-1440,2023-04-13,North,Corporate,Toys,Action Figures,Express,5,21.84,0.05,103.74,38.22
ORD-1441,2024-02-20,West,Consumer,Furniture,Beds,Express,1,272.31,0.05,258.69,95.3
ORD-1442,2024-08-20,West,Consumer,Electronics,Headphones,Express,2,151.06,0.05,287.01,105.74
ORD-1443,2023-05-19,South,Corporate,Toys,Board Games,Standard,2,28.17,0.0,56.34,22.54
ORD-1444,2024-06-17,North,Corporate,Groceries,Dairy,Express,2,16.62,0.0,33.24,13.3
ORD-1445,2024-07-10,North,Consumer,Groceries,Bakery,Standard,3,15.15,0.0,45.45,18.18
ORD-1446,2023-07-25,South,Consumer,Clothing,Jackets,Standard,3,38.43,0.0,115.29,46.12
ORD-1447,2023-03-03,West,Corporate,Electronics,Phones,Standard,7,220.35,0.0,1542.45,616.98
ORD-1448,2023-05-16,South,Corporate,Electronics,Laptops,Express,1,256.29,0.0,256.29,102.52
ORD-1449,2023-07-30,East,Consumer,Groceries,Snacks,Standard,4,21.35,0.0,85.4,34.16
ORD-1450,2024-03-17,East,Corporate,Electronics,Cameras,Standard,5,289.74,0.05,1376.26,507.04
ORD-1451,2024-11-12,East,Consumer,Toys,Action Figures,Standard,3,33.71,0.0,101.13,40.45
ORD-1452,2023-08-25,South,Small Business,Clothing,Shoes,Express,2,44.55,0.1,80.19,26.73
ORD-1453,2024-01-31,East,Corporate,Clothing,Shoes,Express,6,59.31,0.1,320.27,106.75
ORD-1454,2023-08-27,East,Corporate,Clothing,Shoes,Standard,2,30.19,0.0,60.38,24.15
ORD-1455,2024-08-08,East,Corporate,Toys,Puzzles,Express,6,24.51,0.1,132.35,44.11
ORD-1456,2023-12-06,West,Consumer,Groceries,Snacks,Standard,3,12.47,0.1,33.67,11.22
ORD-1457,2023-04-30,South,Consumer,Furniture,Beds,Standard,7,95.56,0.15,568.58,167.23
ORD-1458,2023-04-14,South,Corporate,Toys,Board Games,Standard,3,23.63,0.2,56.71,14.18
ORD-1459,2023-10-26,East,Corporate,Toys,Puzzles,Express,5,31.13,0.05,147.87,54.48
ORD-1460,2023-12-17,North,Small Business,Toys,Action Figures,Express,6,27.34,0.0,164.04,65.62
ORD-1461,2023-10-31,South,Consumer,Toys,Puzzles,Express,2,39.89,0.1,71.8,23.93
ORD-1462,2023-12-22,East,Small Business,Clothing,Shoes,Standard,4,20.17,0.2,64.54,16.13
ORD-1463,2024-01-18,South,Corporate,Clothing,Jackets,Standard,4,22.3,0.05,84.74,31.22
ORD-1464,2024-10-12,West,Consumer,Furniture,Sofas,Standard,4,240.4,0.15,817.36,240.4
ORD-1465,2023-01-14,East,Corporate,Clothing,Trousers,Standard,6,46.59,0.0,279.54,111.82
ORD-1466,2024-04-15,West,Consumer,Clothing,Shirts,Express,2,52.14,0.05,99.07,36.5
ORD-1467,2023-03-05,East,Consumer,Groceries,Snacks,Standard,2,21.04,0.1,37.87,12.62
ORD-1468,2023-04-03,South,Corporate,Furniture,Beds,Express,6,225.71,0.1,1218.83,406.27
ORD-1469,2023-06-15,West,Small Business,Clothing,Trousers,Express,2,46.0,0.05,87.4,32.2
ORD-1470,2024-03-13,West,Consumer,Furniture,Sofas,Standard,2,159.49,0.0,318.98,127.59
ORD-1471,2024-10-01,East,Small Business,Groceries,Bakery,Express,7,15.8,0.05,105.07,38.71
ORD-1472,2023-08-27,East,Consumer,Clothing,Shirts,Express,7,43.04,0.05,286.22,105.45
ORD-1473,2023-07-26,South,Consumer,Toys,Board Games,Standard,7,37.38,0.0,261.66,104.66
ORD-1474,2023-03-05,north,Consumer,Furniture,Tables,Standard,6,170.45,0.15,869.3,255.68
ORD-1475,2024-07-17,East,Small Business,Toys,Dolls,Standard,4,16.06,0.0,64.24,25.7
ORD-1476,2023-12-26,West,Consumer,Clothing,Shoes,Standard,1,35.42,0.0,35.42,14.17
ORD-1477,2023-01-13,South,Corporate,Groceries,Snacks,Standard,6,12.39,0.15,63.19,18.59
ORD-1478,2024-01-11,East,Corporate,Furniture,Sofas,Express,2,175.89,0.05,334.19,123.12
ORD-1479,2023-08-26,West,Consumer,Clothing,Trousers,Express,1,25.39,0.05,24.12,8.89
ORD-1480,2024-05-04,South,Consumer,Electronics,Headphones,Standard,2,209.5,0.1,377.1,125.7
ORD-1481,2024-02-03,East,Consumer,Furniture,Sofas,Express,1,121.03,0.1,108.93,36.31
ORD-1482,2023-02-09,East,Consumer,Groceries,Beverages,Standard,6,18.36,0.1,99.14,33.04
ORD-1483,2023-11-23,west,Consumer,Electronics,Headphones,Standard,4,396.73,0.05,1507.57,555.42
ORD-1484,2023-08-12,North,Corporate,Toys,Action Figures,Standard,6,30.85,0.05,175.85,64.79
ORD-1485,2023-05-12,West,Consumer,Groceries,Dairy,Express,6,22.77,0.0,136.62,54.65
ORD-1486,2023-04-30,South,Small Business,Groceries,Snacks,Standard,5,18.81,0.05,89.35,32.92
ORD-1487,2023-09-04,South,Consumer,Electronics,Laptops,Same Day,3,235.28,0.0,705.84,282.34
ORD-1488,2023-12-15,West,Corporate,Toys,Board Games,Standard,7,33.68,0.05,223.97,82.51
ORD-1489,2024-01-23,East,Corporate,Toys,Action Figures,Standard,4,27.23,0.1,98.03,32.68
ORD-1490,2024-04-25,North,Consumer,Electronics,Headphones,Standard,2,179.76,0.1,323.57,107.86
ORD-1491,2023-08-17,North,Corporate,Electronics,Cameras,Express,6,199.92,0.05,1139.54,419.83
ORD-1492,2023-10-13,South,Consumer,Toys,Dolls,Express,3,24.61,0.05,70.14,25.84
ORD-1493,2023-07-20,West,Consumer,Groceries,Beverages,Standard,4,10.0,0.0,40.0,16.0
ORD-1494,2023-11-04,East,Consumer,Electronics,Laptops,Standard,7,133.52,0.05,887.91,327.13
ORD-1495,2023-08-25,West,Consumer,Electronics,Phones,Standard,1,227.39,0.05,216.02,79.59
ORD-1496,2023-02-11,East,Consumer,Clothing,Jackets,Express,5,49.05,0.1,220.72,73.57
ORD-1497,2024-07-21,North,Corporate,Furniture,Tables,Standard,1,119.61,0.0,119.61,47.84
ORD-1498,2024-01-06,North,Consumer,Clothing,Trousers,Standard,3,41.44,0.05,118.1,43.51
ORD-1499,2023-05-27,South,Small Business,Groceries,Beverages,Express,4,13.19,0.0,52.76,21.1
ORD-1500,2023-06-26,South,Consumer,Clothing,Trousers,Express,4,15.27,0.2,48.86,12.21
ORD-1501,2023-07-05,South,Consumer,Groceries,Dairy,Standard,1,17.61,0.0,17.61,7.04
ORD-1502,2024-08-31,West,Consumer,Groceries,Bakery,Same Day,7,16.46,0.2,92.18,23.05
ORD-1503,2024-06-20,South,Consumer,Furniture,Sofas,Standard,1,118.02,0.1,106.22,35.41
ORD-1504,2023-12-26,East,Consumer,Furniture,Sofas,Standard,4,239.77,0.05,911.13,335.68
ORD-1505,2023-06-11,West,Small Business,Furniture,Beds,Standard,7,173.84,0.0,1216.88,486.75
ORD-1506,2023-09-03,South,Small Business,Electronics,Laptops,Express,5,266.99,0.1,1201.46,400.49
ORD-1507,2024-04-25,North,Consumer,Groceries,Beverages,Standard,4,16.15,0.1,58.14,19.38
ORD-1508,2023-01-25,North,Consumer,Toys,Dolls,Standard,5,30.39,0.1,136.76,45.59
ORD-1509,2024-12-26,South,Consumer,Clothing,Trousers,Same Day,7,36.92,0.0,258.44,103.38
ORD-1510,2023-07-11,North,Consumer,Toys,Board Games,Standard,5,31.57,0.0,157.85,63.14
ORD-1511,2024-05-28,West,Corporate,Electronics,Cameras,Express,4,187.28,0.0,749.12,299.65
ORD-1512,2024-08-24,West,Consumer,Toys,Puzzles,Same Day,7,12.83,0.0,89.81,35.92
ORD-1513,2024-08-10,South,Consumer,Electronics,Headphones,Express,1,185.47,0.0,185.47,74.19
ORD-1514,2024-05-04,East,Corporate,Furniture,Chairs,Standard,7,110.49,0.0,773.43,309.37
ORD-1515,2024-08-24,south,Consumer,Toys,Action Figures,Standard,6,17.43,0.05,99.35,36.6
ORD-1516,2024-06-09,South,Corporate,Toys,Puzzles,Express,4,22.17,0.0,88.68,35.47
ORD-1517,2024-07-23,North,Corporate,Electronics,Headphones,Same Day,2,200.53,0.05,381.01,140.37
ORD-1518,2024-12-10,South,Small Business,Clothing,Trousers,Standard,4,35.89,0.0,143.56,57.42
ORD-1519,2023-01-19,west,Corporate,Clothing,Jackets,Express,4,42.05,0.05,159.79,58.87
ORD-1520,2023-05-02,West,Corporate,Groceries,Bakery,Standard,4,12.91,0.05,49.06,18.08
ORD-1521,2023-05-08,East,Consumer,Toys,Dolls,Standard,3,27.4,0.0,82.2,32.88
ORD-1522,2023-07-09,South,Consumer,Groceries,Snacks,Express,7,8.18,0.1,51.53,17.17
ORD-1523,2023-07-20,West,Consumer,Toys,Board Games,Standard,7,32.89,0.05,218.72,80.58
ORD-1524,2023-11-09,South,Consumer,Clothing,Shoes,Standard,2,34.14,0.1,61.45,20.48
ORD-1525,2023-06-22,South,Small Business,Toys,Board Games,Standard,4,42.14,0.0,168.56,67.42
ORD-1526,2023-01-06,East,Consumer,Furniture,Tables,Standard,3,216.34,0.05,616.57,227.16
ORD-1527,2023-04-16,North,Corporate,Clothing,Jackets,Standard,1,18.82,0.1,16.94,5.65
ORD-1528,2024-02-20,North,Consumer,Clothing,Shoes,Express,7,40.88,0.05,271.85,100.15
